u_mag,g_mag,r_mag,i_mag,zed_mag,Spec z
24.2565,24.4302,23.7783,23.4033,23.3137,0.7032
25.8202,25.3885,24.0501,23.8349,23.6062,0.3325
25.3705,25.598,25.375,25.3286,24.6293,1.3559
25.5665,25.573,24.5633,24.1769,24.1216,0.4874
26.1117,25.9656,24.9833,24.5892,24.4657,0.666
24.7299,24.6965,23.5081,22.8371,22.4667,0.6581
25.2964,25.3272,24.4913,23.9767,23.6393,0.7152
24.7498,24.8088,23.7757,23.3603,23.1626,0.5871
25.6295,25.801,25.49,25.1003,25.0892,1.7211
25.471,25.6008,24.9378,24.5134,24.2053,0.7112
24.3476,24.332,23.8127,23.5855,22.9511,1.2717
25.41,25.5423,25.1265,24.5872,24.0283,0.9675
26.0707,25.835,24.9419,24.6177,24.664,0.5692
25.4447,25.4684,25.0986,24.8409,24.5795,1.5622
24.8196,24.9492,24.5463,23.9855,23.7529,0.7981
24.3279,24.2021,22.9382,22.6867,22.4064,0.4052
25.3883,25.2874,24.0353,23.6244,23.4359,0.5346
26.3134,26.3352,25.8632,24.8741,24.3988,0.9908
25.2056,25.3819,24.6716,24.3033,24.1997,0.6674
25.14,25.2377,24.1304,24.0262,23.9113,0.4641
25.2029,25.2624,24.9333,24.7843,24.2769,1.4363
25.5437,25.1226,24.6497,24.6025,24.5666,2.7772
23.8913,23.8749,22.6729,22.4717,22.1451,0.3597
24.7114,24.8278,24.0449,23.6436,23.5134,0.6841
24.7434,24.7249,23.4662,23.2942,22.9538,0.3707
27.066,26.1059,24.5569,24.3723,24.1906,3.0837
23.8621,24.0543,23.5722,23.1675,22.8193,0.7703
24.1278,24.2309,23.5415,23.0586,22.7958,0.7305
23.936,23.7135,22.5574,22.367,22.1787,0.2688
25.4396,25.3641,25.1271,25.0012,24.5102,1.4132
24.9149,24.9842,24.4497,24.0874,23.6382,1.0072
26.0472,25.7959,24.9615,24.9419,24.541,0.2784
24.8465,25.0305,24.6543,24.1203,23.8869,0.8894
26.3599,26.4164,24.7279,24.2349,23.8737,0.4378
24.5045,24.5368,23.8362,23.0669,22.6678,0.8918
24.9067,25.0165,24.4467,23.9977,23.7356,0.7555
24.7889,24.6333,23.9543,23.1054,22.6034,0.8905
25.7092,25.8709,24.7708,24.1963,23.9233,0.653
23.718,23.5771,22.2007,21.7591,21.355,0.5291
25.7057,25.7278,24.5408,24.2332,24.0651,0.1964
24.5981,24.5939,24.2117,23.8977,23.4287,1.4914
25.317,25.5508,25.2134,24.6762,24.3541,0.9751
26.1337,25.7712,23.9494,23.4087,23.0258,0.4254
26.1848,25.7316,25.3327,25.1956,25.0313,2.415
25.1999,25.2608,24.7125,24.0687,23.6608,0.9555
24.0747,24.0283,22.8495,22.5335,22.1912,0.4891
24.1512,24.1568,23.2776,22.5184,21.7546,0.9819
24.3111,24.4081,23.6333,23.1512,22.9812,0.6805
25.7052,25.8474,25.5777,25.5685,25.2981,1.4736
25.7242,25.8516,24.9762,25.0543,24.7144,1.4877
25.2496,25.0388,24.0757,23.9132,23.7037,0.2058
24.9822,24.9884,24.0462,23.4576,23.1452,0.6934
25.5159,25.4475,25.0016,24.54,24.3623,0.8176
24.8655,24.7802,24.3619,24.0921,23.493,1.3363
25.0285,25.2213,24.4119,23.6682,23.2065,0.9902
23.9834,24.1104,23.9325,23.9569,23.6733,1.54
23.7484,23.6916,23.3256,23.2488,23.1005,1.8436
24.8219,24.8473,23.7527,22.9175,22.3964,0.8601
24.3515,24.4839,23.9417,23.3777,22.9573,0.9493
25.4511,25.5819,25.3416,24.8951,24.5604,1.1765
25.1464,25.2277,24.745,24.603,24.369,2.1097
24.772,24.8935,24.2373,23.5367,23.0249,0.98
25.0624,24.9239,23.4998,23.195,22.8231,0.3442
24.8293,25.0767,24.3204,23.5736,23.1137,0.9608
24.5431,24.6604,23.8935,23.301,23.0241,0.7562
26.1208,25.9837,24.9962,24.3362,23.9435,0.7104
24.4278,24.4824,24.0049,23.733,22.969,1.2187
25.6105,25.7167,25.1503,24.6422,24.6524,0.6564
25.6531,25.7731,24.8208,24.3676,24.2646,0.5107
24.1683,24.1195,23.7422,23.4879,23.1032,1.6378
24.411,24.2983,23.2899,22.7242,22.3889,0.66
25.6193,25.5071,25.1363,25.1247,24.484,1.1853
25.8787,26.0966,24.8611,24.4106,24.1737,0.6066
24.7513,24.8543,24.7585,24.6087,24.3135,1.4689
25.0056,24.7186,23.6338,23.4175,23.1979,0.2736
25.1974,25.3677,25.2727,25.4034,25.238,1.6843
25.2103,25.3825,24.6709,24.1206,23.6427,0.9925
24.2148,24.3741,23.9515,23.7267,23.0428,1.2351
25.1772,25.3004,24.577,24.052,23.6969,0.762
24.4985,24.4362,23.248,23.0751,22.7517,0.3581
25.0907,25.1745,24.9388,24.5178,24.0512,1.0424
24.6793,24.848,24.5098,24.0071,23.6104,1.0603
25.1401,25.0561,24.33,23.5188,23.2003,0.8109
25.6592,25.112,24.0383,23.7429,23.5669,0.197
24.4087,24.3657,23.1132,22.9184,22.6422,0.3598
25.1229,25.0692,23.6638,23.3012,22.9838,0.4338
25.8477,25.9918,25.917,26.0902,25.7657,1.275
25.3028,25.4767,25.4644,24.654,24.4699,0.9484
24.1028,24.1781,23.8592,23.7746,23.4066,1.4818
25.1749,25.067,24.7315,24.5746,24.4263,2.1091
24.2628,24.4022,23.995,23.5013,23.1118,1.0282
25.7613,25.7341,24.9758,24.8723,24.4561,1.0685
24.1407,24.1245,22.9907,22.5483,22.2783,0.5881
27.0167,26.5951,25.8782,25.2293,24.6771,1.6022
24.2642,24.35,24.0615,23.9197,23.4911,1.4612
24.1598,24.0605,23.6408,23.4952,23.3435,2.0045
25.7551,25.3273,24.6414,24.6173,24.4548,2.6079
24.7913,24.778,24.0151,23.3345,22.8807,0.9466
25.1277,24.9844,23.7392,23.4795,23.2201,0.3482
25.7662,25.8735,25.5001,25.1142,24.5098,1.1389
25.0994,25.0688,24.6248,24.1353,23.7714,1.6282
25.7873,25.8986,24.7767,24.2805,24.1837,0.5815
27.3985,26.7943,25.9476,25.7899,25.1286,2.4503
25.8705,26.0006,25.3797,24.8968,24.574,0.693
24.4261,24.5017,23.5054,22.8892,22.5888,0.6789
24.1035,24.1323,23.207,23.094,22.8101,0.3174
25.6417,25.5958,24.8056,24.223,23.7631,0.7797
26.2529,25.6306,24.6337,24.5368,24.3196,2.7711
26.0849,25.5945,24.6872,24.3,23.8669,2.0746
25.6221,25.3082,23.9975,23.4362,23.1418,0.6236
25.5351,25.7237,24.6825,24.3534,24.1319,0.5993
25.0824,25.1744,24.8639,24.3876,24.0077,0.9563
27.0572,27.2569,25.8476,25.4273,24.462,1.5874
24.597,24.7081,24.3636,23.9851,23.5839,1.1132
25.5157,25.461,25.3014,24.6345,23.9402,1.1516
26.0301,25.0683,23.0946,22.5361,22.1262,0.3463
24.5831,24.7435,24.2615,23.607,23.2006,0.9528
24.8097,24.7444,23.5033,23.2946,23.0467,0.3415
25.0348,25.1076,24.169,23.6728,23.0652,1.215
24.8235,24.9421,24.4332,23.7249,23.3284,0.8963
25.3851,25.427,24.2144,23.8029,23.5691,0.501
24.4468,24.4659,23.4455,22.8142,22.4893,0.6857
25.6436,25.2941,24.7093,24.592,24.3216,1.9963
25.0415,25.1326,24.2953,23.6559,23.3979,0.7168
24.2875,24.2577,22.8096,22.5488,22.2149,0.3587
23.895,24.1238,23.9484,23.9101,23.8226,1.7925
24.4704,24.4407,23.3093,22.9573,22.7051,0.5397
24.9381,25.0883,24.3934,23.8936,23.5209,0.7496
25.6201,25.9347,25.725,25.116,24.5994,0.909
25.2751,25.4057,25.2851,25.0327,24.5459,1.2538
25.6796,25.2033,24.2825,24.181,24.103,2.8019
26.2792,26.2405,25.27,24.9446,24.3356,1.8208
25.6336,25.5406,24.8174,24.3007,23.6482,1.1207
24.8086,25.0128,24.5012,24.2324,24.0073,1.1368
25.7739,25.8478,25.2093,24.5742,24.0755,0.9215
26.3425,25.9761,25.599,25.0316,24.6816,1.9585
25.8608,25.671,24.4354,23.6104,23.2124,0.7073
24.9264,24.7605,23.3361,22.4778,21.9608,0.704
24.7868,24.8963,24.5097,24.4317,23.8684,1.4616
26.1154,25.5331,24.0865,23.2537,22.2457,1.0923
25.5862,25.5337,25.038,24.745,24.3174,1.9476
24.7791,24.7273,23.5463,23.2035,22.8501,0.4885
25.7454,25.9456,25.2151,24.3371,23.9477,0.9073
25.7613,25.2927,24.9118,24.6506,24.3662,1.488
26.1784,26.4752,26.0487,26.2753,25.8706,1.8486
25.3013,25.4279,24.2845,23.9992,23.8441,0.5139
25.9808,26.2512,25.3636,25.0304,24.7755,0.3952
25.9057,25.9697,25.4761,25.0571,24.7282,1.2953
25.467,25.616,25.0735,24.8952,24.4397,0.4777
24.5342,24.5505,24.1519,24.0768,23.9771,1.7307
27.0843,26.7419,25.6779,24.8412,23.8314,1.5784
25.4226,25.2306,24.0476,23.8158,23.6106,0.2832
24.2951,24.0685,22.7041,21.9348,21.4698,0.6753
24.8691,24.84,23.7015,23.3223,23.2061,0.5645
25.1006,25.1409,24.5121,24.2124,24.0021,0.7181
25.4473,25.3906,23.8746,23.6223,23.2155,0.3632
24.2202,23.8567,22.9192,22.6761,22.4711,0.1829
26.146,25.5978,25.3875,25.3535,24.7655,1.9798
26.0786,26.433,26.0614,25.6596,25.134,1.1122
24.4446,24.5174,24.2093,23.7959,23.4832,1.0904
24.0963,23.6793,22.7186,22.4908,22.2494,0.1745
25.9111,25.918,24.6589,23.7735,23.4301,0.7084
24.5625,24.7902,24.5833,24.3797,24.1006,1.1016
26.1551,25.9348,25.6294,25.0489,24.459,1.5689
25.0394,25.0319,24.0052,23.7644,23.5453,0.4262
24.9653,24.9115,23.8605,23.4268,23.1412,0.5916
24.732,24.2065,23.0098,22.7574,22.4878,0.1524
26.0253,25.7452,24.4958,23.7218,23.3894,0.6928
24.7506,24.7422,23.4939,23.2332,22.9677,0.4878
24.7931,24.7319,24.2085,24.0842,23.9049,1.876
24.826,24.8387,24.3847,24.142,23.452,1.263
24.7812,24.6903,23.5862,22.8792,22.5658,0.7116
26.2234,25.4356,24.953,24.8393,24.7089,2.8502
24.9635,24.7703,23.4937,23.1802,22.8894,0.3541
24.8318,24.976,24.2823,23.8532,23.9603,0.6506
24.9567,25.0411,24.5696,23.9038,23.5493,0.8838
26.0456,25.9664,25.6067,25.3745,24.8071,1.4657
24.6446,24.7671,24.0855,23.6288,22.9564,1.1928
25.2163,25.3936,24.3881,24.4067,24.0335,0.3919
25.1643,25.2435,24.6773,24.1864,23.8614,0.7614
24.9618,24.9723,24.2336,23.4446,22.9773,0.932
25.4207,25.3948,24.4353,23.7308,23.408,0.7321
27.0696,26.554,24.2387,23.0237,22.1043,0.9058
25.6632,25.5717,24.6684,24.175,23.9736,0.6654
25.0449,25.015,24.6045,24.5442,24.3636,2.0034
25.1471,25.1943,24.774,24.5291,24.3041,1.5683
25.3753,25.2964,24.6892,24.3174,24.0257,0.9694
24.2438,24.3181,23.5333,23.0576,22.8775,0.6433
25.188,25.3737,24.9751,24.3462,23.843,0.9886
23.895,23.9871,23.033,22.7169,22.6482,0.5794
24.6549,24.6692,24.4314,24.2672,24.0632,1.5774
25.5803,25.8041,25.0688,24.9737,24.9344,0.2836
24.8302,24.5461,24.0245,24.0076,23.7091,2.1407
23.2088,23.2171,22.1279,21.7525,21.5317,0.5781
23.7172,23.6844,22.5659,22.4081,22.0723,0.3706
25.1601,25.2165,24.6453,24.4951,24.193,1.5382
24.7993,24.9431,24.2754,23.6555,23.0956,0.9823
24.9049,25.0793,24.6446,24.388,23.6566,1.2668
24.703,24.5851,24.0574,23.6306,23.1918,1.5918
24.9813,25.0665,24.2173,23.9273,23.7844,0.5514
25.7216,25.556,25.2444,25.1081,24.8228,1.9326
25.4063,25.2985,24.9063,24.5978,24.7269,1.7097
25.3982,25.362,24.4155,23.8966,23.0647,1.0755
23.4588,23.4461,22.4281,22.0866,21.8393,0.5744
23.7842,23.8636,23.0121,22.2568,21.6678,0.9689
24.6067,24.7889,24.4301,24.0274,23.6766,0.9798
25.6915,25.6896,24.8329,24.2017,23.5162,1.3796
26.9228,27.5614,26.9933,25.968,25.2893,2.5757
25.2564,25.543,24.6304,24.1303,23.8232,0.7038
24.2909,24.1488,23.1505,22.9463,22.7603,0.2486
25.5665,25.4419,24.574,23.9177,23.1806,1.5709
25.0206,25.1359,24.2912,23.404,22.9861,0.8653
26.0381,25.9806,24.6437,24.5792,24.1596,0.3164
24.9837,24.7045,23.6971,23.5459,23.343,0.221
24.705,24.7726,23.7495,23.5024,23.3277,0.4913
24.6735,24.6833,24.3387,24.2625,23.7381,1.4561
23.7238,23.3542,21.904,21.174,20.7236,0.6704
26.3481,26.0628,25.295,24.9468,24.3,1.2291
25.2979,25.4813,24.9088,24.6621,24.4539,0.1289
24.1313,24.3049,23.9726,23.6402,23.0778,1.1232
23.8812,23.8091,22.8968,22.4321,22.1623,0.6504
25.2266,25.3274,24.9298,24.3794,24.0133,0.9005
25.7394,25.7835,25.1304,24.6348,24.4892,0.7103
24.1912,24.0274,22.6332,22.1659,21.7651,0.5348
25.6234,25.5059,25.2263,25.0604,24.84,1.7223
25.241,25.2754,24.3327,23.6504,23.3592,0.7599
26.3473,26.0319,25.2568,24.5304,23.9938,0.8837
24.6726,24.4615,24.1104,23.6833,23.468,1.7442
25.8504,26.0749,25.5796,24.9918,24.7074,0.7769
24.7265,24.8354,23.7266,23.3897,23.213,0.5371
24.4196,24.5923,24.215,24.148,23.6483,1.3711
24.288,23.601,22.4479,22.1822,21.8874,0.0967
25.6935,25.9042,24.774,24.5904,24.5206,0.5476
23.9945,24.1953,24.0504,24.0736,23.815,1.476
25.3375,25.4038,25.1501,25.1841,24.7577,1.4723
25.2437,25.0027,24.7596,24.5159,24.219,1.8953
25.5671,25.3538,25.0154,24.9628,24.9086,1.4021
23.5239,23.6006,23.1265,22.5628,22.3104,0.8074
26.1316,26.0115,25.7306,25.3894,24.7884,1.0237
25.4841,25.5636,24.2744,24.0247,23.7079,0.4417
24.5149,24.6884,23.9315,23.1826,22.6267,0.9744
25.1817,25.217,24.8338,24.5043,24.0362,1.1689
27.1002,27.5765,26.3659,24.8692,23.942,1.5085
25.0889,25.2173,24.934,24.5407,23.9427,1.0225
25.3578,25.4891,25.265,25.0611,24.5185,1.3907
23.8267,23.8749,23.1521,22.5196,22.1226,0.8593
25.6987,26.0642,25.2582,24.7545,24.3437,0.7156
24.5439,24.5588,23.2385,23.0497,22.781,0.337
24.8248,24.8173,24.4857,23.9512,23.5275,1.5979
24.3333,24.4771,23.7079,23.2183,22.9478,0.7099
22.9466,22.9426,21.7398,21.5883,21.2766,0.3781
24.6202,24.6365,23.8022,23.3671,23.0656,0.7285
24.2489,24.3351,23.673,23.2802,22.9133,0.7192
24.575,24.7388,24.2943,23.8502,23.3598,1.1428
26.0617,26.1571,25.5609,25.3567,25.0532,1.0728
23.7286,23.5422,22.2454,21.8013,21.4301,0.5564
25.3881,25.5981,24.8455,24.1641,23.6569,0.9703
24.3311,24.3622,23.2446,22.5044,21.4912,1.1135
25.0901,25.2162,24.4931,24.0428,23.838,0.7427
24.9944,24.8937,23.677,23.0516,22.7329,0.6117
27.0871,26.2146,25.0765,25.2917,24.8458,2.7203
25.2744,25.3885,24.8568,24.4386,23.7878,1.1445
25.0323,25.2143,24.7003,24.2976,23.9279,0.7768
25.8411,25.729,24.9675,24.8462,24.668,2.3649
25.0075,25.1172,24.9512,24.9564,24.2627,1.4326
26.0859,25.931,24.3363,23.5235,22.5506,1.0948
25.3382,25.5041,25.3267,25.3179,24.6908,1.3611
24.9209,25.0326,24.2286,23.7415,23.0473,1.1342
26.0517,25.9514,25.1699,25.1401,25.1126,0.1815
24.3757,24.3265,23.1061,22.8986,22.6452,0.4195
25.2898,25.338,24.8373,24.6915,24.4101,1.7321
24.2143,24.2955,23.7532,23.0839,22.7012,0.9383
24.4965,24.6452,24.4354,24.0173,23.7382,0.9734
25.8957,25.7261,24.6463,23.7994,23.5289,0.7316
24.6894,24.8807,24.2676,23.7205,23.452,0.7691
24.918,24.9289,24.6218,24.3068,23.6067,1.2357
24.7422,24.8373,24.3391,23.6697,23.286,0.9237
25.4912,25.4169,24.1548,23.2678,22.5948,0.9689
24.0639,24.141,23.8432,23.5144,23.1394,1.1313
27.1499,26.9402,26.1742,24.9255,24.1334,1.4432
25.0906,25.1513,24.1682,23.8809,23.6104,0.4658
25.5777,25.1046,23.3349,22.7153,22.2284,0.4944
25.4683,25.6562,24.8385,24.0606,23.7036,0.8621
25.9424,25.2885,24.8931,24.5721,24.112,2.0899
24.9198,25.1034,24.6637,24.1981,23.8646,0.9317
25.4626,25.5212,24.4038,24.3999,24.1607,0.3446
24.2307,24.3388,23.8797,23.5966,23.1868,1.5124
25.3945,25.4548,24.8431,24.7983,24.4898,1.9294
25.4455,25.5093,24.8451,24.0933,23.7896,0.7906
24.6074,24.6463,24.1557,23.6015,23.2542,0.8626
24.5196,24.4883,23.2967,23.1165,22.8212,0.3614
25.9271,25.6662,24.4755,24.2031,23.9569,0.4157
25.5214,25.424,24.7376,24.1877,24.0904,0.6748
25.1607,25.1839,24.3974,24.218,24.1318,0.2743
25.9573,25.5131,24.6751,24.5677,24.4384,0.236
23.7451,23.6939,22.6976,22.1716,21.8923,0.6992
24.9896,25.0663,24.9055,24.8494,24.7843,1.6806
26.292,25.5702,24.5612,24.3904,24.2601,2.7788
25.7598,25.5438,24.6427,24.308,24.3248,0.5163
25.8939,25.9725,25.5061,24.9375,24.4574,0.9369
24.7162,24.8629,24.2489,23.6034,23.2293,0.8629
24.214,24.3091,23.2254,22.8233,22.64,0.566
23.9079,23.9484,22.7957,22.689,22.4157,0.3943
25.2029,25.3192,24.9228,24.4121,24.0911,0.8735
25.0157,25.1952,24.3899,23.8041,23.2565,1.0356
24.8699,24.9057,23.8331,23.635,23.3722,0.4754
26.0651,25.6802,24.967,24.5326,23.88,1.5503
27.0978,27.2412,26.004,25.4636,25.13,3.0455
25.6553,25.7783,24.7443,24.6832,24.3356,0.0787
25.4663,25.488,25.0035,24.8877,24.8416,1.1686
24.8033,24.9555,24.1891,23.7544,23.6667,0.6838
25.3305,25.1299,23.5383,23.2504,22.8491,0.3581
27.0337,26.8289,25.6549,24.7168,23.6502,1.2197
24.8925,24.7996,24.5597,24.4021,24.3628,1.76
25.5254,25.5377,25.1745,24.6612,24.2098,1.1762
24.8455,24.7923,23.5276,23.2908,23.0106,0.3557
25.216,25.3202,24.9071,24.5526,24.0337,1.1081
25.0044,24.7791,23.6386,22.9442,22.5851,0.7255
25.3703,25.2255,24.4319,23.97,23.7284,0.7263
24.9799,25.0524,24.9355,24.9322,24.3104,1.3313
24.8445,24.31,23.3204,23.087,22.9184,0.0723
24.965,25.1075,24.2818,24.3302,24.1574,0.3509
24.1974,24.3424,23.4604,23.1678,23.1047,0.5508
26.384,26.5363,24.9486,23.7881,22.6347,1.1371
24.982,25.1969,24.4288,23.8296,23.1354,1.1432
25.263,25.0565,24.5265,24.3262,23.951,1.9936
25.6252,25.6833,25.0738,24.4924,24.1561,1.7645
25.9424,25.7646,25.0456,24.559,24.0797,1.5154
25.2474,25.235,24.6447,24.6284,24.3672,2.2536
24.0903,24.1341,23.6851,23.101,22.8001,0.8324
27.0855,26.581,23.9912,22.8902,22.371,0.73
24.4725,24.6504,24.0543,23.4706,23.1411,0.8271
24.2451,24.1969,23.8156,23.5978,23.1758,1.4445
25.3625,25.5468,25.0755,24.3273,24.0103,0.8766
24.7064,24.6044,23.3959,23.1583,22.8598,0.3133
24.5741,24.7502,24.6294,24.1029,23.81,0.9376
26.0235,25.7673,24.7592,24.4474,24.3256,0.3699
23.4314,23.4476,22.2926,21.9515,21.7203,0.5411
23.9913,24.2453,23.746,23.4113,23.3683,0.6991
24.2487,24.1382,22.8353,22.6124,22.2942,0.3682
24.9687,25.0893,24.2961,23.8683,23.7966,0.6533
25.531,25.37,24.6433,24.1412,23.5839,1.7131
24.8354,24.6263,23.2927,22.9221,22.6306,0.4755
25.4034,25.3461,24.0462,23.8075,23.4634,0.3459
26.1906,26.388,25.5934,25.0661,24.7179,0.8348
25.4652,25.4989,25.2741,25.1531,24.9019,1.4559
24.6665,24.5731,23.3828,22.7631,22.442,0.6635
26.3238,26.1633,25.2386,24.3213,23.5769,1.4391
25.2925,25.3796,24.4484,23.8144,23.4913,0.7098
24.0541,24.111,23.2473,22.7784,22.6205,0.6643
25.0959,24.8933,23.443,22.4022,21.72,0.8245
25.6304,25.3002,24.201,23.3723,22.8667,0.7943
25.311,25.4894,24.6942,24.19,23.504,1.1741
25.2064,25.3529,24.8494,24.0951,23.7364,0.9058
25.6763,25.5735,24.4232,24.2962,24.2187,0.3031
25.6931,25.2105,23.8618,23.5329,23.2679,0.3628
26.1544,26.112,24.3139,23.4495,22.9054,0.7038
24.9101,24.8583,24.3816,24.0391,23.649,1.6016
23.9944,23.8723,22.4661,22.2012,21.8261,0.3325
25.222,24.8234,23.6536,23.3346,23.0684,0.0969
25.8066,26.0453,24.8587,24.5855,24.2402,0.4919
25.6609,25.215,24.3557,24.3044,24.3932,3.084
24.5175,24.4401,23.3003,22.549,22.1421,0.7457
24.092,24.2198,23.3176,22.9785,22.8607,0.5752
25.1833,24.9982,24.1958,23.584,22.7495,1.3619
25.1186,25.1632,24.6074,24.126,23.4894,1.4395
25.7287,25.1731,23.2509,22.5459,21.9872,0.5155
25.5075,25.432,24.9453,24.4061,24.0326,0.9748
25.8972,25.5185,24.8851,24.7164,24.476,2.0063
24.6149,24.7064,23.7595,22.9393,22.3471,0.9813
24.2578,24.3897,23.9214,23.5521,22.7838,1.1234
24.7732,24.9368,24.6556,24.4793,23.7469,1.3103
25.2778,24.9216,24.0642,23.875,23.6957,0.1935
25.5764,25.4056,24.7684,24.4214,24.2064,1.5584
25.3057,25.5008,25.3912,25.0051,24.4373,1.1495
26.0117,25.9379,24.7375,24.1753,23.9972,0.6189
24.1524,24.1121,23.7414,23.6918,23.6635,2.0415
25.7283,25.8385,25.4727,25.6106,24.9378,1.4842
26.9075,27.8251,26.2883,25.6778,25.0217,1.4906
25.6319,25.804,25.3624,24.896,24.7323,0.7561
24.1112,24.2464,23.7347,23.0964,22.7172,0.9348
25.9316,25.8162,24.8157,24.5856,24.3564,0.4251
23.8986,23.9224,22.7103,22.5663,22.242,0.3577
25.5803,25.5145,24.4217,24.2028,23.9529,0.3818
25.4674,25.5921,25.4007,25.1389,24.7061,1.0816
24.5465,24.6861,24.1122,23.5446,23.2334,0.8293
25.0659,25.1954,24.456,23.8225,23.3061,0.9848
23.8535,23.6675,22.8795,22.7712,22.6605,0.2272
25.7327,25.8044,25.4892,24.7883,24.7199,0.9039
24.4453,24.5758,24.2651,24.2994,24.207,1.7117
25.9709,25.8158,25.0442,24.6554,24.4668,0.6113
23.9215,23.9847,23.6672,23.5327,22.851,1.2515
25.4298,25.4152,24.2078,24.042,23.8334,0.3172
25.0712,25.1471,24.5396,23.7386,23.2891,0.9442
25.6139,25.79,25.3288,24.9878,24.3775,1.044
25.5422,25.7865,25.2473,24.9621,24.7571,1.006
25.1998,25.2152,24.07,23.9583,23.6887,0.3833
25.3908,25.3184,24.8697,24.4303,24.3096,0.7935
24.1041,24.0613,23.2452,22.5777,22.158,0.8148
25.2148,25.0179,24.6947,24.5486,24.2955,1.5597
24.5737,24.5719,23.7023,22.873,22.4238,0.9085
24.5984,24.762,24.452,24.2465,23.8006,1.2392
24.0582,24.0514,22.9061,22.6473,22.3951,0.4836
24.6787,24.9429,24.2336,23.6732,23.0252,1.0816
25.7571,25.649,25.1764,24.5937,24.315,0.9672
25.2853,24.8467,24.0799,23.9143,23.7647,0.1498
24.7962,24.9744,24.4064,23.9216,23.3495,1.1439
24.1629,24.3644,23.7832,23.381,22.7032,1.1302
24.5427,24.7783,24.4169,23.9957,23.5138,1.0994
26.1351,25.7906,24.3161,23.3897,22.8686,0.7421
23.8067,23.6859,22.6127,22.2054,21.9195,0.5751
24.2691,24.3889,23.766,23.1544,22.8408,0.8042
24.2402,24.2622,23.1066,22.8205,22.5964,0.523
26.1411,25.8351,24.4899,24.174,23.979,0.3964
25.4417,25.4222,24.8048,24.1091,23.6877,0.9755
24.8641,24.2418,23.5415,23.4437,23.2414,0.094
24.7594,24.8376,24.7247,24.5317,24.2063,1.0505
25.7323,25.9226,25.214,24.4474,24.1828,0.7787
24.6097,24.8579,24.6721,24.6229,24.3029,1.5502
25.141,25.3509,24.4903,24.0371,23.7587,0.6627
26.1442,25.9901,24.8882,24.7893,24.5889,0.4471
23.7287,23.7243,23.3481,23.1222,22.9146,1.7516
25.3554,25.2768,24.792,24.4663,24.1267,1.9324
25.5839,25.6038,25.1789,25.0616,24.5352,1.4294
24.8954,24.8955,24.4977,24.2241,24.0469,1.7237
26.735,25.7058,24.7811,24.6649,24.1745,2.7129
26.8673,26.8256,25.4588,24.395,23.6058,1.5049
24.7997,24.7648,24.3513,24.0818,23.664,1.4461
24.7178,24.8373,24.0832,23.5109,23.3179,0.6584
25.3855,25.5168,24.3893,24.2758,23.8773,0.3682
25.2901,24.9127,23.1147,22.1442,21.5906,0.6865
26.4001,26.6092,25.4178,24.4105,23.4929,1.0295
23.9494,23.9739,22.7579,22.4202,22.1301,0.4974
24.8135,24.7701,23.9537,23.3862,23.1647,0.7167
24.6781,24.5868,24.2895,24.0582,23.7166,1.5166
25.4407,25.5513,24.7978,24.42,24.3037,0.7233
24.6218,24.766,24.4737,24.3103,23.6253,1.2916
24.5514,23.6974,21.721,21.2052,20.8195,0.3659
24.1778,24.3307,23.6663,23.2889,23.0425,0.7185
24.4552,24.5594,24.203,23.9382,23.2244,1.2761
25.1594,25.1059,24.951,24.7685,24.6725,2.2247
26.1318,25.9043,24.9974,24.4844,23.8844,1.8053
24.5697,24.5689,24.2958,24.0223,23.781,1.7956
25.8396,25.6137,24.5478,24.2652,24.1379,0.4458
24.7383,24.8068,24.1551,23.5784,23.1238,0.962
24.3912,24.4533,23.6651,23.0523,22.5518,0.9708
25.1606,25.2996,24.623,24.0109,23.5497,0.9612
25.8676,25.5159,23.9446,23.6216,23.36,0.3604
25.2666,25.3275,25.0279,24.4769,24.1672,0.9391
24.506,24.6442,23.8014,23.13,22.8606,0.7482
25.4441,25.4879,25.0276,24.5816,24.2502,0.9125
24.7614,24.7547,24.4332,24.3189,24.0989,1.9172
25.2463,25.2586,24.3387,24.0366,23.8399,0.5636
24.2902,24.3304,23.9996,23.8818,23.6749,1.71
25.2451,24.9349,23.6483,23.407,23.0079,0.3494
24.9987,25.1098,24.4227,24.034,23.4863,0.7778
25.1552,25.0225,24.766,24.5223,24.3958,1.7134
26.0326,25.7064,25.2539,25.158,24.6079,2.1834
23.5973,23.5846,22.6029,22.2007,21.9655,0.5956
23.8491,23.7523,23.4024,23.2374,23.0941,1.9696
23.4864,23.6114,23.2577,23.176,22.5743,1.3062
25.485,25.4842,24.4158,24.1451,23.8459,0.4926
23.7298,23.841,23.25,22.822,22.5565,0.7714
25.202,25.2729,24.9973,24.1938,23.8053,0.9099
25.5713,25.7425,25.1411,24.5807,24.003,0.9644
25.903,26.1848,24.8928,24.2625,23.9486,0.6417
25.9836,25.8076,24.1754,23.0809,22.1812,0.9194
24.3994,24.582,24.1987,23.765,23.352,1.0004
23.7579,23.8958,23.1826,22.8116,22.7131,0.6602
24.4705,24.5392,24.0718,23.7277,23.0711,1.2623
25.1449,25.1897,24.5968,23.9279,23.5578,0.8184
24.3085,24.1473,23.7212,23.6512,23.5202,2.3053
24.6164,24.7105,24.3066,24.0352,23.4364,1.2027
25.2336,25.5742,25.0031,24.6136,24.6719,0.6697
