u_mag,g_mag,r_mag,i_mag,zed_mag,Spec z
24.1453,24.1068,23.1779,22.7134,22.483,0.6293
25.6049,25.4875,24.6675,24.6097,24.2198,0.4055
25.4968,25.3818,24.832,24.7307,24.3491,1.4975
24.6526,24.7233,23.9934,23.6005,22.6886,1.2805
24.9975,24.7938,23.6044,23.3256,23.1628,0.4344
24.6292,24.517,24.1697,23.9998,23.5574,1.4298
24.1983,24.2547,23.9395,23.6314,23.2533,1.0698
25.5195,25.6694,25.0599,24.6779,24.5028,0.8063
25.6218,25.4161,24.3832,24.2053,23.9056,0.4159
24.4396,24.3922,23.8475,23.2225,22.7477,0.9586
25.3923,25.3227,25.0026,25.1617,24.8118,1.4621
24.1141,24.2401,23.3678,23.264,23.2064,0.5299
24.8979,24.9289,24.5643,24.5933,23.7907,1.3255
25.4043,25.4163,24.3962,24.131,23.9643,0.5359
25.5556,25.3124,24.3568,24.0753,23.9602,0.1988
25.1029,25.2372,24.9942,24.6637,24.4672,1.1461
27.2151,26.9133,26.9876,26.1244,25.549,2.5732
24.8161,24.7441,23.6038,23.3349,23.168,0.5459
26.1873,26.0335,24.898,24.6532,24.1134,1.1115
24.0005,24.1563,23.4335,22.8326,22.3385,0.9854
26.6197,25.9186,24.8748,24.8742,24.6981,2.5689
25.7442,25.9364,24.7054,24.3268,24.1996,0.53
23.8977,23.602,22.1418,21.6739,21.2518,0.5192
25.4717,25.158,23.648,23.3845,23.0167,0.2475
26.1235,25.7919,25.3392,24.7149,24.2246,1.7063
25.7998,25.6338,24.1927,23.8158,23.5375,0.4669
25.5965,25.7742,24.8055,24.5985,24.5166,0.4953
24.9061,25.2274,24.9142,24.651,24.2074,1.1744
24.5936,24.3511,23.85,23.4959,23.0123,1.5942
25.7099,25.5033,24.7805,24.1425,23.9747,0.7027
25.8723,25.4317,24.5222,24.2722,24.0069,0.516
24.084,24.1568,23.5225,22.9622,22.3813,0.9984
24.8514,24.9465,24.9322,24.9099,24.8837,2.1109
25.3227,25.3062,24.4393,23.9234,23.6453,0.7379
24.6968,24.7498,24.3306,23.6545,23.2145,0.9609
26.8502,27.3866,25.788,24.6132,23.5859,1.0424
25.7447,26.191,25.2902,24.5788,24.1519,0.806
25.5871,25.3984,24.7267,24.006,23.7254,0.7963
25.7718,25.729,25.2376,24.9285,24.4797,1.2004
25.4226,25.2557,24.9184,24.5497,24.2623,2.1229
25.1315,25.214,24.429,23.9973,23.9348,0.6626
24.7708,24.9623,24.3753,23.8537,23.6182,0.7594
24.9665,24.9096,23.7119,23.4153,23.173,0.408
26.785,26.5212,24.9155,24.5779,24.4171,3.3499
25.699,25.9779,25.0108,24.9941,24.7474,0.5208
26.2197,25.9289,24.773,24.5069,24.3358,0.4684
26.9803,26.7375,25.9041,25.5452,25.0459,1.5922
24.8114,24.6541,23.4093,22.842,22.4569,0.6559
25.6074,25.4869,25.1961,25.3511,25.0453,1.9942
25.654,25.7232,24.8725,24.3322,23.4353,1.2476
24.0891,24.1725,23.2813,22.8914,22.729,0.6517
25.5478,25.5783,25.2379,25.147,25.0066,1.5742
24.7945,24.8272,23.9564,23.4259,23.2226,0.6522
26.0638,25.0558,24.245,24.1181,23.8861,2.3886
26.8547,27.6682,25.7524,24.8729,24.1799,2.0854
25.3731,25.3197,24.3002,23.8143,23.7002,0.6407
26.0635,25.9631,25.367,24.8132,24.6243,0.6626
24.2095,24.2951,23.1845,22.9736,22.8081,0.4445
26.0583,26.391,25.6338,24.8648,24.6446,0.7309
25.3416,25.0815,23.9934,23.4183,23.1096,0.6639
26.3222,25.6782,24.611,24.646,24.268,3.3617
25.0174,25.5495,25.3048,25.1148,24.524,1.4615
25.3662,25.3515,24.2107,23.8577,23.6902,0.474
26.317,25.7362,24.6327,24.2775,24.383,0.222
25.7052,25.4283,24.6008,24.3904,24.2544,0.296
26.7651,27.7391,25.7324,25.4422,24.8674,2.9594
24.97,24.8881,24.3415,24.1723,23.7853,2.0059
23.5851,23.5029,22.4383,22.0259,21.7638,0.6181
25.4445,25.3862,24.877,24.2755,23.9499,0.8061
26.7087,25.9519,25.3951,25.3653,25.2312,2.6049
24.6403,24.5933,23.527,23.2248,23.0226,0.5676
24.9452,24.8319,24.3364,24.1844,24.0244,2.0417
26.3792,25.8039,24.3405,23.2672,22.4184,0.9467
25.0709,25.1181,23.8785,23.6638,23.4471,0.4119
25.0888,25.0419,23.8067,23.4939,23.2782,0.4507
25.4943,25.5405,24.4667,24.1124,24.1398,0.548
24.9131,24.8489,24.2286,23.9266,23.7594,0.662
25.2418,25.3201,25.1483,24.9491,24.4888,1.4931
25.5101,25.5012,24.9626,24.8331,24.5579,2.5434
24.1662,24.1997,23.1007,22.8857,22.6603,0.4235
26.2711,26.0314,25.5216,25.1626,24.8243,1.8274
24.4425,24.3264,23.1089,22.9136,22.5985,0.358
25.3802,25.3636,24.7972,24.5309,23.8703,1.214
24.8448,24.6274,24.1953,23.7758,23.4546,1.7539
25.2765,25.5244,25.3444,24.989,24.4128,1.2486
24.1183,24.0153,23.4121,23.0963,22.4217,1.3924
24.752,24.8786,24.54,23.9472,23.5648,0.91
24.8537,24.933,24.6482,24.6396,24.515,1.9785
25.1337,25.1538,23.6855,23.456,23.2999,0.3693
24.6149,24.5981,23.9499,23.5349,22.9271,1.3853
25.6794,25.5143,25.1076,24.7193,24.4088,1.1427
25.0445,25.1642,23.8889,23.6487,23.4203,0.4136
24.1294,24.1665,23.0805,22.7221,22.4812,0.5486
24.0962,24.155,23.4697,22.7732,22.3601,0.9059
23.5057,23.4547,22.4879,21.9863,21.7236,0.6599
25.2702,25.4653,25.1863,24.8281,24.4771,1.0843
25.7654,25.1457,24.5598,24.1914,23.857,2.1577
25.2805,25.146,24.7698,24.4298,23.6745,1.1323
26.5691,26.2723,24.929,24.2989,23.1835,1.183
24.9818,24.9369,23.805,23.4606,23.2778,0.5371
25.6574,25.6219,24.4082,24.1698,23.855,0.5192
24.4225,24.5595,24.246,24.2116,24.0213,1.7509
25.9816,26.0076,25.336,24.7232,24.3995,0.8568
25.04,25.0681,24.32,23.8275,23.0949,1.2355
25.9105,25.8431,24.6881,24.5455,24.3645,0.4049
24.3648,24.5234,23.9883,23.4943,23.1829,0.8311
23.9319,23.9129,22.8461,22.4875,22.2477,0.5668
26.0043,25.6509,25.3415,25.0583,24.5332,1.2418
25.7962,26.0124,25.7309,25.359,24.8695,1.1622
24.5777,24.5383,23.383,23.1033,22.8953,0.513
25.7477,25.5534,24.5885,24.1471,24.042,0.6278
24.9365,24.7866,23.528,22.9727,22.7078,0.626
25.3968,25.036,24.4118,23.8359,23.4248,1.6266
25.5869,25.617,24.532,24.3295,24.3361,0.5097
25.8797,25.7239,25.2275,24.3553,23.9213,0.8638
25.1646,25.236,24.4452,24.3155,24.0375,0.3625
26.1101,25.9248,25.0893,24.7778,24.7525,0.145
24.6377,24.6613,23.7714,23.5201,23.4083,0.556
25.3507,25.4234,24.8977,24.6635,23.9651,1.3349
25.3501,25.377,24.8783,24.6403,23.9279,1.2721
25.696,25.6709,24.8707,24.2886,24.0501,0.6859
24.9705,24.7255,23.1993,22.7948,22.3742,0.4727
25.5951,25.5365,25.2554,25.0551,24.21,1.2619
26.0328,26.017,24.2523,23.828,23.4773,0.4158
26.6402,25.7762,24.861,24.8887,24.5482,2.7694
25.0808,25.2805,24.902,24.6214,24.1451,1.8671
24.384,24.3754,23.478,22.9663,22.7457,0.6593
24.8266,24.7655,24.2195,23.9694,23.2217,1.3501
24.9655,24.91,24.0214,23.7687,23.6245,0.5341
24.7839,24.7894,24.5752,24.1517,23.5975,1.1781
23.8926,23.7409,22.444,22.0826,21.7573,0.5192
25.2382,25.3355,24.3758,23.6017,23.3528,0.7325
24.9668,24.8046,24.2898,24.0632,23.6935,1.588
25.248,25.057,23.7243,23.2379,22.8973,0.5711
25.8587,25.2195,24.5268,24.4682,24.0504,2.2152
25.8951,25.8583,25.5897,25.0299,24.7392,0.9902
24.003,24.1116,23.7118,23.2637,22.962,0.8669
26.2143,26.5027,25.2804,24.2589,23.262,1.2814
26.2773,25.5763,24.9803,24.679,24.4824,2.1434
24.7802,24.5884,23.3113,22.8453,22.4967,0.5444
27.2335,26.9573,25.794,25.7134,25.1737,2.597
26.5607,26.0928,25.3316,24.8809,23.9991,1.5146
25.5651,26.1615,25.2955,24.6108,23.8499,1.1595
25.5512,25.3254,24.7572,24.2705,23.7249,1.5784
24.172,24.0098,22.9581,22.2446,21.886,0.7383
24.5319,24.7024,24.3917,23.9197,23.5798,0.9681
25.588,25.5282,24.7963,23.9978,23.5021,0.893
25.808,25.7107,25.225,24.6903,24.1132,0.9961
23.9954,24.037,23.2058,22.7809,22.5519,0.6539
25.7932,25.8253,25.4042,24.6446,24.1916,0.8773
24.5178,24.3097,23.0945,22.8367,22.5698,0.304
25.2881,25.4169,24.7116,24.0005,23.4899,0.8821
25.2747,25.0597,24.7424,24.5388,24.5182,2.2223
25.0758,24.8329,23.5656,23.296,22.9035,0.4172
26.0544,25.9035,25.1257,24.4287,24.2874,0.7283
26.5285,26.0156,25.303,24.7425,24.1837,1.7516
25.3932,25.4168,24.8744,24.2811,23.86,0.8672
24.1223,24.0977,22.876,22.5523,22.2422,0.5011
26.7416,26.3681,25.6083,24.837,24.0874,1.4374
27.2437,26.9641,25.2282,25.1423,24.733,3.0867
26.7786,26.6082,25.084,24.3007,23.3167,1.2528
26.1586,25.9661,25.1179,24.5626,23.5551,1.3241
25.0921,25.3548,24.6144,24.314,24.153,0.7072
23.9176,23.5861,23.1076,23.0267,22.8727,2.3074
24.4734,24.4999,23.6718,23.1184,22.9691,0.6514
25.1614,25.2377,24.9615,24.8924,24.3331,1.3558
22.6943,22.5442,21.1914,20.9752,20.659,0.42
25.1663,25.2779,24.6999,24.1196,23.6829,1.0047
25.1512,25.2356,24.5716,24.0043,23.5687,0.8669
25.6872,25.6364,24.4908,23.5695,22.9949,0.8622
24.3351,24.5411,23.7884,23.3553,23.2344,0.6824
25.6759,25.5434,24.7465,24.1356,23.8286,0.705
25.3079,25.2155,24.0771,23.8413,23.5451,0.4815
26.8893,26.0505,25.1403,24.6901,24.5793,2.2726
24.8607,25.0327,24.8398,24.6798,24.6138,1.819
25.431,25.5107,25.3556,25.1712,25.1141,1.6742
25.9389,25.8478,25.3854,24.8619,24.4775,1.5623
25.5581,25.3158,24.8274,24.648,24.4181,1.6112
26.229,26.1197,24.6786,24.3662,23.9944,0.3575
24.293,24.4462,23.9781,23.874,23.367,1.3965
24.7413,24.8348,23.9066,23.3428,23.1292,0.6857
24.5522,24.6366,23.8239,23.3036,22.976,0.7742
25.155,25.0052,23.742,23.3603,23.0723,0.5455
24.1986,24.3288,23.5109,23.0528,22.8761,0.6659
24.3597,24.4829,24.0593,24.0104,23.4324,1.2808
25.0937,25.3142,24.7638,24.3423,23.9668,0.7781
25.9959,25.7496,24.264,23.6227,23.2721,0.6197
24.3599,24.5323,23.9909,23.4621,22.9586,1.001
25.734,25.8042,24.8456,24.0583,23.6647,0.8263
24.5972,24.654,23.8235,23.3054,23.0645,0.6588
25.1698,25.1412,24.8005,24.441,24.0574,1.0858
26.5384,26.273,24.6897,23.6827,22.8305,0.8862
25.7216,25.7941,24.8644,24.6849,24.427,0.5546
24.5074,24.6387,23.6695,23.2196,23.1253,0.6398
24.2489,24.397,23.8806,23.484,22.8404,1.1852
25.1389,25.3028,24.0799,23.8724,23.5856,0.4963
25.4312,25.3441,24.8024,24.4749,24.2015,0.5396
26.053,26.1721,25.6533,24.8842,24.1364,0.9955
26.1287,25.9066,25.6781,25.1491,24.7276,1.7002
25.1084,24.9389,24.582,24.3862,23.6989,1.5032
24.935,25.0042,24.4186,24.0859,23.4747,1.2317
25.6428,25.5341,24.584,23.7611,23.32,0.9652
24.4481,24.5792,24.1528,23.8844,23.242,1.2115
24.4733,24.4871,23.3906,23.1114,22.8762,0.5172
24.0784,24.2184,23.5209,23.093,22.3152,1.2262
25.5924,25.8732,25.1914,24.7133,24.5797,0.5937
25.3241,25.2895,24.6591,24.383,23.9231,1.5693
25.0241,25.1159,24.7909,24.7575,24.6428,1.7162
25.9952,25.4064,24.9496,24.7763,24.6427,2.3514
26.9099,26.4628,25.7439,25.1046,24.6619,1.5619
24.997,24.9903,24.1326,23.6101,23.6403,0.6464
25.8349,25.6337,25.2656,25.0909,24.4387,1.2342
25.9124,25.6762,24.5996,24.3479,24.1921,0.4063
24.8112,25.0358,24.5684,24.357,24.4533,0.5711
25.2268,25.3056,24.6595,24.15,23.49,1.1479
24.6219,24.6873,24.384,24.2159,23.8873,1.6301
25.0951,24.9029,23.8481,23.2733,23.133,0.5879
26.7636,26.5737,25.4327,24.7926,23.8976,1.341
26.0575,26.102,24.9408,24.7025,24.5896,0.5375
25.9103,26.2052,25.3711,25.0053,24.7532,0.4631
25.603,25.6424,25.2871,25.054,24.927,0.618
24.9075,25.0354,24.1763,24.0582,23.9922,0.424
26.1673,25.5471,24.7061,24.1709,23.4488,1.4775
24.8721,24.9207,24.5493,24.0342,23.7757,0.8352
25.6008,25.0269,23.2118,22.6162,22.107,0.485
24.6893,24.6476,24.4378,24.326,24.124,1.5991
25.0546,25.0559,24.7402,24.2674,23.9106,0.9205
25.5244,25.7383,25.4203,25.4924,24.9379,1.5044
24.9814,25.0169,24.4715,23.792,23.3238,0.9119
25.643,25.5351,25.0805,25.1836,24.3466,1.3074
24.3092,24.2558,23.2154,22.717,22.4363,0.6603
25.1056,24.8675,23.6416,23.3791,23.0917,0.3053
24.1993,24.2915,23.9703,23.8386,23.7359,1.6732
25.6182,25.7367,25.0985,24.4922,23.7538,1.1437
25.9015,25.6398,24.9745,25.0065,25.0803,2.907
24.9456,24.5098,23.0812,22.401,21.9272,0.6591
23.498,23.5109,22.6695,22.1509,21.8445,0.7359
25.161,25.3465,25.0797,24.8438,24.6152,1.5066
26.6486,26.9497,25.2938,24.9905,24.4294,0.5977
25.1025,24.7195,24.1646,24.0484,23.9256,2.3427
24.9966,24.9731,23.8988,23.3019,22.3904,1.0856
24.8441,24.5394,23.3316,22.6963,22.2784,0.6963
25.2271,25.4359,24.709,23.9831,23.554,0.9039
24.1091,23.781,23.0022,22.8072,22.6441,0.1887
25.0985,24.9592,24.5857,24.3162,23.9378,1.6047
26.4746,26.1537,25.4746,25.2941,24.771,1.8794
25.336,25.3812,24.5094,24.16,24.0624,0.6664
26.7731,26.806,25.496,24.7138,23.9604,1.5153
25.1836,25.0324,24.1121,23.7138,23.4339,0.7055
24.8191,24.9419,24.0389,23.6502,23.4558,0.6226
26.0404,25.924,25.3339,25.2455,24.8286,2.0398
25.2752,25.4121,25.2231,24.9978,24.5603,1.3436
25.3971,25.4126,24.7483,24.0961,23.896,0.7451
25.5978,25.854,25.334,24.9986,24.5037,0.7889
25.2061,25.3209,25.0042,24.5299,24.1861,1.1253
26.8083,27.516,26.5965,25.6425,24.6264,1.5917
25.0048,25.1402,24.5538,23.9317,23.5818,0.8298
25.7711,25.4017,25.2889,24.986,25.1238,2.5294
25.8159,25.53,24.4995,23.9542,23.6986,0.6484
25.5122,25.1873,24.9355,24.8056,24.4107,2.0947
24.0537,24.1712,24.0226,23.9348,23.7971,1.7679
24.5984,24.601,23.673,23.0929,22.9049,0.6359
25.2656,24.9273,24.324,24.1011,24.087,0.1405
24.4885,24.3962,24.0142,23.7244,23.2075,1.4607
26.344,26.2056,24.9671,24.4216,23.6617,1.3185
25.7736,25.9917,25.079,24.5644,23.7616,1.3181
24.6742,24.6554,23.8844,23.2029,22.783,0.8484
25.362,25.2636,24.1852,24.0924,23.8281,0.3678
25.1375,25.128,24.8351,24.5733,23.9333,1.1866
24.9922,24.9613,24.6968,24.7158,24.8344,2.3592
25.5796,25.5585,24.7883,24.5538,24.5789,0.5326
25.9787,25.9283,25.2465,24.4247,24.1627,0.7269
25.1844,24.6476,22.9112,22.402,21.9637,0.3322
25.802,25.7538,25.5493,24.7023,24.3243,0.8811
25.5231,25.0876,24.1822,23.9599,23.8061,0.0645
25.5017,25.8285,24.7678,24.3984,23.9231,0.7119
25.3566,25.1227,24.4354,24.0526,23.4955,1.4516
24.9715,25.1036,24.0018,23.7897,23.6205,0.526
25.199,24.958,23.599,23.3317,23.0162,0.3582
25.7123,25.6825,24.2796,23.9169,23.6153,0.4344
24.0005,24.1228,23.3811,22.9606,22.792,0.6985
26.1861,26.2154,25.6698,24.9819,24.5171,0.9
26.8014,27.7125,26.4886,25.4616,24.1976,1.8886
24.252,24.0869,22.7745,22.378,22.0147,0.5343
24.7441,24.7692,23.8908,23.0572,22.572,0.8586
24.8927,24.9584,23.9097,23.7523,23.5221,0.3506
24.5021,24.4432,23.5964,22.9208,22.5545,0.8037
24.7666,24.8075,24.1229,23.3504,23.0811,0.802
24.9263,25.0298,24.2749,23.6889,23.2767,0.8537
25.1253,24.8997,23.6069,23.3375,23.0463,0.3467
24.7855,25.0508,24.4179,24.0793,23.613,0.7754
24.8058,24.9654,24.3175,23.875,23.1313,1.2573
25.7152,25.4451,24.951,24.7754,24.4887,2.5633
26.1604,25.9191,24.6961,24.3622,24.2544,0.495
24.2087,24.2536,23.9453,23.8337,23.3694,1.4369
24.4979,24.6058,23.5201,23.4377,23.1012,0.3728
22.7022,22.671,21.6641,21.3179,21.0917,0.5803
25.7152,25.602,25.253,24.8379,24.3688,1.5993
22.5181,22.3144,21.7579,21.6895,21.6764,0.19
24.3785,24.4638,23.3319,23.0139,22.7402,0.5231
26.5163,26.2766,24.9835,24.514,24.2564,0.4963
24.4065,24.5497,24.1546,23.5467,23.1483,0.9798
26.1706,26.0411,24.7822,24.6359,24.4017,0.3937
25.1066,25.1241,24.8937,24.7803,24.7367,1.9251
24.2228,24.2078,23.4214,23.002,22.8335,0.6595
26.592,25.8915,24.5643,23.5383,23.1069,0.7942
25.1226,25.1174,24.6922,24.5375,24.1328,1.7421
24.8205,24.714,24.3675,24.3103,24.2933,2.2858
25.5919,25.6996,24.8223,24.3244,24.2262,0.666
24.6991,24.6435,23.4024,23.0286,22.6836,0.4389
24.4803,24.5011,24.1076,23.8863,23.6692,1.6084
26.7831,25.9662,25.2722,24.9795,24.1945,1.9022
26.4777,26.3644,25.174,24.3935,23.1952,1.1261
24.6205,24.7696,24.3319,23.7879,23.2893,0.9276
24.7761,25.0667,24.6738,24.2367,23.9586,0.7787
25.0649,25.2335,24.9819,24.476,24.3622,1.1047
25.1011,25.1484,24.5238,24.0174,23.5977,1.1317
25.1785,25.1227,24.7476,24.4571,23.9541,1.5508
26.3346,26.1006,25.4352,25.014,24.5431,2.3144
25.5904,25.6731,24.6379,24.2793,24.06,0.5785
25.3966,25.5296,25.0612,24.681,23.9882,1.0779
26.812,26.3763,25.5559,25.2162,24.5931,1.9983
25.5857,25.6403,25.1465,24.9331,24.3467,1.4155
25.6316,25.5528,24.8174,24.6664,24.1493,2.24
23.8785,23.7476,22.3392,22.0179,21.614,0.4879
25.8085,25.8327,24.8276,24.6591,24.3307,0.3865
26.4215,26.5742,26.0159,25.5229,25.1611,0.8836
24.512,24.1723,23.1971,23.0283,22.8158,0.2257
24.7068,24.908,24.6478,24.3431,23.8983,1.1618
25.9376,25.8901,25.2316,25.2923,25.0807,2.2538
25.9847,25.3984,23.6917,23.4498,23.2029,0.2996
24.4911,24.4928,24.0851,23.8559,23.4135,1.4252
25.0795,24.7358,23.4578,23.1441,22.8802,0.231
24.8953,25.0565,24.0852,23.8229,23.5289,0.5608
26.0331,26.1306,25.3973,24.8207,25.1679,0.6238
25.1529,25.3215,24.5652,23.9429,23.3744,1.13
26.1165,25.78,25.1656,25.0798,24.901,0.1913
26.1767,26.1507,25.6432,25.2545,25.0099,1.7699
25.0355,25.0106,24.6121,24.442,23.7797,1.3178
23.9856,24.0074,23.098,22.6668,22.475,0.6286
25.5693,25.6113,25.1118,24.482,24.2102,0.7827
25.469,25.2421,24.8729,24.5184,24.558,1.9819
25.385,25.0268,24.5216,24.0853,23.5125,1.9567
23.0329,23.0322,21.8445,21.5902,21.3329,0.5178
26.7374,26.286,24.0754,22.9341,22.1373,0.9009
25.3338,25.4039,24.7259,24.0878,23.709,0.8436
23.5216,23.4289,22.279,21.8554,21.5938,0.5889
25.4113,25.5586,24.3305,24.104,23.7984,0.4313
23.1685,22.8444,21.8241,21.5854,21.3914,0.23
26.2098,26.5114,25.2802,25.2093,24.9892,0.4034
24.8543,24.7897,23.8276,23.2748,22.9088,0.6111
24.9118,25.0232,24.2942,23.7514,23.5082,0.71
24.7655,24.7143,23.8401,23.1805,22.8436,0.7309
25.2995,25.1134,23.9138,23.5785,23.3341,0.432
25.9602,25.9495,25.1603,24.5577,23.6611,1.181
24.3278,24.3356,23.4626,22.8997,22.6031,0.7285
25.4127,25.4149,24.925,24.4942,23.9211,1.2157
25.5451,25.7129,25.4534,25.4264,25.53,1.5013
24.6987,24.7641,23.8767,23.4641,23.4867,0.597
25.409,25.0114,23.7244,23.5023,23.2222,0.109
24.3829,24.1041,22.6067,22.0025,21.5317,0.5422
24.8813,25.023,24.6018,24.0503,23.645,0.9628
26.0217,26.0278,24.9061,24.2655,23.5119,1.617
25.1529,25.1241,24.2367,23.5344,22.9773,0.9129
24.3025,24.3141,23.2012,22.8877,22.6107,0.5247
26.6915,25.1971,22.8917,22.0366,21.4984,0.5267
25.7387,25.6413,25.0573,24.7358,24.789,0.6892
26.3864,26.0902,25.5277,25.0795,24.4512,1.9058
25.2044,24.8957,24.4535,24.5158,24.396,2.4992
26.9202,26.2965,25.4625,25.2468,24.7387,2.6027
24.149,24.2279,23.397,22.9329,22.7636,0.6702
23.9246,23.7477,22.4188,22.0963,21.7282,0.4299
24.1821,24.194,23.324,22.8431,22.5643,0.6747
25.0225,24.9013,24.1163,23.685,22.8771,1.3582
26.1088,26.1644,24.9937,24.8819,24.802,0.2919
25.4225,25.2016,24.5953,24.3558,23.6725,1.7877
24.9723,24.6791,23.4159,22.9377,22.571,0.55
24.2165,24.3681,24.0213,23.5743,23.053,1.1109
23.9934,24.1019,23.7751,23.5517,23.0377,1.2744
25.592,25.4346,25.0883,25.0248,24.9517,2.0539
24.7611,24.8782,24.4166,24.1795,23.6104,1.4165
24.4939,24.2393,23.7307,23.7325,23.5172,2.4842
25.818,25.2188,23.4925,22.6541,22.0986,0.6275
24.3885,24.5311,23.8984,24.2163,23.7667,0.3652
24.1963,24.4556,24.1458,23.7326,23.4359,1.002
25.7408,25.7281,24.6828,24.0462,23.8599,0.6459
25.0655,25.2316,24.5608,24.0535,23.9325,0.708
25.6535,25.1484,24.3893,24.2682,23.8781,2.2058
25.6491,25.9479,25.3033,24.6481,24.5244,0.679
25.0522,25.0157,24.253,23.8712,23.6327,0.635
25.08,25.0583,24.0811,23.9277,23.7289,0.3006
25.3503,25.5292,24.8088,24.0914,23.8175,0.8302
24.6676,24.7674,24.2008,23.8445,23.1167,1.2284
25.5345,25.4157,24.3855,24.1389,23.8457,0.4285
24.1973,24.0259,23.3784,23.2519,23.2781,0.2189
26.3459,26.4676,25.6858,24.9513,24.0145,1.4958
24.9782,24.8292,24.4681,24.3331,24.1819,1.8269
24.5717,24.7346,24.2373,23.9945,23.4041,1.3473
25.9756,25.6268,25.1326,24.6321,24.1311,1.79
24.5915,24.496,23.2801,22.9516,22.6821,0.5229
25.8164,25.5232,25.0854,24.6382,24.1459,1.4378
25.973,25.2915,24.1925,24.1658,23.8799,2.8096
27.0234,27.9518,26.8873,25.8365,25.481,2.3813
26.2814,26.2111,25.3929,24.3597,23.639,0.9907
23.7096,23.7104,22.4453,22.229,21.8597,0.3671
26.2501,26.3021,25.0123,24.7156,24.4175,0.4941
25.86,25.8881,25.6668,25.6855,24.9955,1.8213
24.3392,24.4428,24.0871,23.7574,23.1144,1.2587
25.5807,25.4683,24.1582,23.8015,23.5649,0.5096
24.7392,24.31,23.6991,23.5637,23.2584,2.2281
24.4574,24.6076,24.0399,23.6479,23.0252,1.1828
25.0195,25.1392,24.1538,23.514,23.3789,0.6697
25.0385,25.0241,23.9846,23.4053,22.4493,1.2244
25.6543,25.2512,24.0712,23.8766,23.6651,0.2452
24.3006,23.9308,22.593,22.2856,21.9486,0.281
25.888,25.9114,24.5696,24.435,24.3021,0.4797
24.7282,24.6917,24.312,24.1011,23.8289,1.6096
24.6963,24.7001,24.2841,24.0397,23.6475,1.458
25.0428,25.1246,24.8483,24.7567,24.4331,1.4943
24.6183,24.6121,23.9808,23.3908,23.1114,0.7565
25.8241,25.7763,25.1039,24.7823,24.5229,0.8123
24.8041,24.8816,24.3151,23.9176,23.2261,1.2294
24.8977,24.734,24.3009,23.9809,23.4528,1.6011
24.5873,24.6366,24.3717,24.3284,24.328,2.1999
24.8111,24.7687,24.4347,24.2844,23.7574,1.4547
25.4081,24.9652,23.1312,22.7291,22.436,0.3732
25.402,25.3968,24.8883,24.2467,23.7148,0.9067
25.677,25.5031,24.6091,23.8374,23.4643,0.8237
26.2076,25.4716,24.8855,24.7576,24.2457,2.235
25.871,26.0613,25.2021,24.613,24.8458,0.58
25.1066,25.1893,24.0695,23.7138,23.5369,0.5769
24.6608,24.7994,24.2786,23.6938,23.3684,0.8046
25.6249,25.2089,23.5932,23.2601,22.8863,0.3369
25.3765,24.8473,23.127,22.662,22.1951,0.3483
24.8607,24.9119,23.9391,23.7603,23.5849,0.4731
25.1469,24.761,24.2576,24.2042,24.0675,2.3544
25.5486,25.7964,24.9424,24.3217,24.0384,0.7105
25.3803,25.5401,24.5638,23.8215,23.2023,0.9736
24.9948,24.5153,23.8808,23.8268,23.6548,2.3879
25.0976,25.0782,24.0496,23.8497,23.698,0.4224
24.4726,24.5639,24.0899,23.5054,23.2158,0.8152
25.7086,25.4321,24.6922,24.5697,24.727,2.3505
25.507,25.2279,24.426,23.7877,23.3359,0.7902
25.9681,25.8375,25.1004,24.834,24.2642,1.4353
23.8131,23.8727,22.9307,22.4489,22.1441,0.6621
24.6446,24.6371,23.5564,23.1716,23.0401,0.5838
25.0825,25.2062,24.7793,24.5576,23.8734,1.2956
24.4776,24.4601,23.3229,23.3436,23.0556,0.3476
25.0125,24.9233,24.4488,24.3015,23.7818,1.4243
24.8153,24.8417,23.756,23.4246,23.19,0.5095
26.9095,26.5107,25.8742,25.2997,24.8696,2.4045
25.0394,24.9272,23.5161,23.2732,22.9229,0.358
26.0389,25.2857,24.5093,24.3801,23.8096,2.0526
24.7807,24.8156,24.5018,24.5205,23.9645,1.3348
25.4313,25.2249,24.2464,23.6651,23.2515,0.7094
24.3922,24.3321,23.2106,22.8476,22.5668,0.5334
24.4329,24.1532,22.7935,22.3616,21.965,0.504
24.4556,24.4187,23.244,23.0334,22.6718,0.3561
24.9129,24.9431,24.5208,24.3324,23.8693,1.4136
25.8276,25.4256,24.15,23.9653,23.6667,0.3216
25.6653,25.6468,24.4477,23.6452,23.2649,0.6348
24.854,24.8277,23.7617,23.7904,23.5434,0.3138
25.9769,26.1243,25.8565,25.4204,24.9608,0.9722
24.8895,24.9687,24.6798,24.1798,23.763,0.9605
24.9701,24.9351,23.6981,23.3324,23.0643,0.5359
24.8995,24.3246,23.8368,23.7375,23.5898,0.0614
25.7266,25.8156,25.6518,25.361,25.6106,1.7366
25.1113,25.1017,23.9321,23.5432,23.3341,0.5221
25.2317,25.1912,24.2311,23.5015,23.0368,0.8179
26.0283,26.058,25.2087,24.8307,24.005,1.3786
24.9804,25.1601,24.9679,24.9796,24.3213,1.3685
23.7378,23.6721,22.5261,22.43,22.1304,0.3704
25.9148,26.018,25.3067,24.8554,24.7969,0.6229
25.1336,25.2476,24.8341,24.4186,24.0571,1.062
25.7089,25.6706,24.8095,24.1419,23.835,0.7486
25.4254,25.2178,24.0673,23.3518,22.9727,0.718
